gene_id,standard_DEG,treat_DEG
GPR21,FALSE,FALSE
RP11-79N23.1,FALSE,TRUE
PCDHA3,FALSE,TRUE
PTP4A1,FALSE,TRUE
CCDC129,FALSE,FALSE
IRF8,FALSE,TRUE
PPP1R8P1,FALSE,FALSE
RP11-50C13.2,FALSE,FALSE
RP1-102E24.1,FALSE,FALSE
TMEM89,FALSE,FALSE
ASLP1,FALSE,FALSE
HECA,FALSE,TRUE
OTUB1,FALSE,TRUE
RP11-57A1.1,FALSE,FALSE
RP11-339B21.10,FALSE,TRUE
ALS2,FALSE,TRUE
RP11-66H6.4,FALSE,FALSE
IL1RAP,FALSE,TRUE
SCRIB,FALSE,TRUE
ATRNL1,FALSE,TRUE
CPLX1,FALSE,TRUE
RP11-13P5.2,FALSE,FALSE
RP11-466A19.7,FALSE,FALSE
ITGA7,FALSE,TRUE
LINC00977,FALSE,FALSE
ZFR2,FALSE,FALSE
FAM92A1,FALSE,TRUE
RNU4-1,FALSE,FALSE
ARHGAP39,FALSE,TRUE
MBD3,FALSE,TRUE
CTF1,FALSE,TRUE
KCTD18,FALSE,TRUE
RDH5,FALSE,TRUE
CCDC108,FALSE,TRUE
RP11-344P13.6,FALSE,FALSE
MARVELD3,FALSE,TRUE
CSF1,FALSE,TRUE
RP11-737O24.3,FALSE,FALSE
FABP2,FALSE,FALSE
MPPED1,FALSE,FALSE
AP000487.6,FALSE,TRUE
RP11-93O14.2,FALSE,FALSE
RP11-403P17.5,FALSE,FALSE
THEMIS,FALSE,TRUE
RP11-1275H24.1,FALSE,TRUE
CYP2D7,FALSE,TRUE
RP11-90H3.1,FALSE,FALSE
CTD-2288F12.1,FALSE,FALSE
GS1-57L11.1,FALSE,FALSE
PCDHGA8,FALSE,TRUE
PRCP,FALSE,TRUE
SLC40A1,FALSE,TRUE
CTD-2336O2.1,FALSE,TRUE
ENOPH1,FALSE,TRUE
RP11-686D22.10,FALSE,FALSE
RP13-487P22.1,FALSE,FALSE
ZNF394,FALSE,TRUE
IGHV7-81,FALSE,FALSE
RP11-307E17.8,FALSE,TRUE
AC016708.2,FALSE,FALSE
CLPSL2,FALSE,FALSE
CETN3,FALSE,TRUE
RP11-420N3.3,FALSE,FALSE
RP11-278H7.5,FALSE,TRUE
MT-CO1,FALSE,TRUE
CTC-529P8.1,FALSE,FALSE
AC091801.1,FALSE,FALSE
RP11-343C2.9,FALSE,FALSE
ACSF3,FALSE,TRUE
FGF10-AS1,FALSE,FALSE
USP14,FALSE,TRUE
RP11-81K2.2,FALSE,FALSE
CLN3,FALSE,TRUE
GS1-72M22.1,FALSE,TRUE
AC009228.1,FALSE,FALSE
NUDT5,FALSE,TRUE
MAGEF1,FALSE,TRUE
XX-FW81066F1.2,FALSE,FALSE
GEMIN5,FALSE,TRUE
RPL24P2,FALSE,TRUE
IDH1-AS1,FALSE,TRUE
CDRT1,FALSE,FALSE
LINC01091,FALSE,TRUE
C14orf159,FALSE,TRUE
ZNF782,FALSE,TRUE
ZNF644,FALSE,TRUE
RP11-343C2.7,FALSE,FALSE
TTLL2,FALSE,TRUE
RP11-173A16.2,FALSE,FALSE
RP11-326C3.2,FALSE,TRUE
SP6,FALSE,TRUE
EXOSC2,FALSE,TRUE
CTD-2554C21.1,FALSE,TRUE
YBX1P2,FALSE,TRUE
RNF111,FALSE,TRUE
ANKRD36C,FALSE,TRUE
STAG3L5P-PVRIG2P-PILRB,FALSE,TRUE
NBPF13P,FALSE,FALSE
PDP1,FALSE,TRUE
CTD-3113P16.11,FALSE,TRUE
MTA2,FALSE,TRUE
CTD-2531D15.5,FALSE,FALSE
GRAMD4P3,FALSE,FALSE
GRB7,FALSE,TRUE
SLITRK5,FALSE,TRUE
DNAH10OS,FALSE,TRUE
RP11-383C5.3,FALSE,TRUE
RP11-159F24.3,FALSE,TRUE
FDX1P1,FALSE,FALSE
MIR222HG,FALSE,TRUE
RP13-672B3.5,FALSE,FALSE
CTC-297N7.1,FALSE,TRUE
RBMS1,FALSE,TRUE
PRSS37,FALSE,FALSE
RHOT1P1,FALSE,FALSE
RP11-444E17.6,FALSE,FALSE
TRPM4,FALSE,TRUE
KCNJ14,FALSE,TRUE
ATP6V0C,FALSE,TRUE
HCG23,FALSE,FALSE
FAM122C,FALSE,TRUE
CREBRF,FALSE,TRUE
RP11-1365D11.1,FALSE,FALSE
CTC-338M12.6,FALSE,FALSE
HVCN1,FALSE,TRUE
CCNH,FALSE,TRUE
AC011551.3,FALSE,FALSE
RP11-91A18.4,FALSE,FALSE
BHMG1,FALSE,FALSE
CYTH2,FALSE,TRUE
SPATA5,FALSE,TRUE
RP11-10L12.2,FALSE,FALSE
RP11-83M16.4,FALSE,FALSE
CACNA2D1,FALSE,TRUE
SLC52A1,FALSE,TRUE
RP11-626G11.4,FALSE,FALSE
FARSA,FALSE,TRUE
CD40,FALSE,TRUE
RP11-676J12.4,FALSE,TRUE
RP11-747H7.3,FALSE,TRUE
LINC00640,FALSE,FALSE
LSS,FALSE,TRUE
NEMP2,FALSE,TRUE
RP11-412P11.1,FALSE,FALSE
MARCH3,FALSE,TRUE
RPL3P6,FALSE,FALSE
TRAV26-1,FALSE,FALSE
RP11-849F2.7,FALSE,TRUE
VWDE,FALSE,TRUE
TCP1,FALSE,TRUE
PSMB6,FALSE,TRUE
RP11-341D18.5,FALSE,TRUE
RP11-513G19.1,FALSE,FALSE
ZNF845,FALSE,TRUE
RP11-452K12.3,FALSE,FALSE
RP11-703I16.1,FALSE,TRUE
CRYBB2P1,FALSE,TRUE
RP13-297E16.4,FALSE,FALSE
GOLGA8B,FALSE,TRUE
RP11-139H15.7,FALSE,FALSE
RP11-239L20.6,FALSE,FALSE
CHRND,FALSE,FALSE
WDR48,FALSE,TRUE
AC007879.2,FALSE,FALSE
RP11-296O14.3,FALSE,TRUE
RP4-550H1.7,FALSE,FALSE
FAR2,FALSE,TRUE
RASAL1,FALSE,TRUE
PDRG1,FALSE,TRUE
AC092106.1,FALSE,FALSE
C19orf66,FALSE,TRUE
DENND5B-AS1,FALSE,FALSE
RP11-173P15.9,FALSE,FALSE
CIRBP-AS1,FALSE,TRUE
RP11-467C18.1,FALSE,FALSE
AC006994.3,FALSE,TRUE
RP11-290F24.6,FALSE,TRUE
RGS4,FALSE,TRUE
RP11-20O24.1,FALSE,FALSE
HOXA4,FALSE,TRUE
ZNF32-AS1,FALSE,FALSE
RPL23AP53,FALSE,TRUE
GTF3C5,FALSE,TRUE
UBE2FP3,FALSE,TRUE
MKX,FALSE,TRUE
PLEKHO1,FALSE,TRUE
PGGT1B,FALSE,TRUE
RP11-195O1.5,FALSE,FALSE
RP11-557C18.4,FALSE,FALSE
AKR1B1,FALSE,TRUE
FUCA1P1,FALSE,TRUE
PPP1R42,FALSE,TRUE
RP11-753C18.12,FALSE,FALSE
LINC00880,FALSE,FALSE
GLTPP1,FALSE,FALSE
RP11-370A5.1,FALSE,FALSE
HRH3,FALSE,FALSE
HNRNPA1P7,FALSE,TRUE
RP11-262H14.5,FALSE,TRUE
RP11-425L10.1,FALSE,TRUE
RP3-395M20.7,FALSE,FALSE
RP11-302F12.2,FALSE,FALSE
HOXC8,FALSE,TRUE
HAP1,FALSE,TRUE
AC005387.2,FALSE,FALSE
RP11-111J6.2,FALSE,TRUE
FLNC,FALSE,TRUE
AC104843.3,FALSE,FALSE
CLEC4F,FALSE,TRUE
ACTN1-AS1,FALSE,FALSE
PKD2,FALSE,TRUE
ZNF514,FALSE,TRUE
RP11-505E24.3,FALSE,FALSE
SDR16C5,FALSE,FALSE
CSNK1G2,FALSE,TRUE
KIAA1958,FALSE,TRUE
IFITM2,FALSE,TRUE
UHRF1BP1L,FALSE,TRUE
UBE2M,FALSE,TRUE
DDX20,FALSE,TRUE
GS1-124K5.10,FALSE,FALSE
RP11-795F19.5,FALSE,TRUE
STAG3L5P,FALSE,TRUE
SNX7,FALSE,TRUE
RNF123,FALSE,TRUE
KIAA0586,FALSE,TRUE
C8orf34,FALSE,TRUE
RP11-267M23.1,FALSE,TRUE
LINC01087,FALSE,FALSE
RP11-29B2.6,FALSE,TRUE
RP11-440D17.4,FALSE,TRUE
RP11-219G10.1,FALSE,FALSE
RARS2,FALSE,TRUE
KMT2E,FALSE,TRUE
IRF2BP2,FALSE,TRUE
PLEKHG4,FALSE,TRUE
RP11-104O19.4,FALSE,TRUE
LL09NC01-251B2.3,FALSE,TRUE
MTERF4,FALSE,TRUE
RP11-168J18.6,FALSE,FALSE
CETP,FALSE,TRUE
RP11-412D9.4,FALSE,TRUE
MAP3K19,FALSE,FALSE
TMEM143,FALSE,TRUE
TCEAL8,FALSE,TRUE
RP11-171I2.4,FALSE,TRUE
IER5L,FALSE,TRUE
C16orf54,FALSE,TRUE
HCG18,FALSE,TRUE
RP11-575A19.2,FALSE,FALSE
RP11-631M6.2,FALSE,TRUE
RP1-117B12.4,FALSE,FALSE
NDUFB9,FALSE,TRUE
SS18L2,FALSE,TRUE
LINC01126,FALSE,TRUE
INO80B-WBP1,FALSE,TRUE
RP11-755F10.3,FALSE,TRUE
CFAP58,FALSE,TRUE
NKAIN3,FALSE,FALSE
RP11-426J5.3,FALSE,FALSE
OOEP,FALSE,TRUE
GARNL3,FALSE,TRUE
RP5-1139B12.4,FALSE,TRUE
RPS2P45,FALSE,FALSE
HSPA1B,FALSE,TRUE
CARD10,FALSE,TRUE
SCYL1,FALSE,TRUE
SLC12A8,FALSE,TRUE
SURF4,FALSE,TRUE
CTB-179K24.3,FALSE,TRUE
RP5-966M1.6,FALSE,TRUE
INSL5,FALSE,FALSE
HIST1H3D,FALSE,FALSE
RPN1,FALSE,TRUE
C14orf169,FALSE,TRUE
ALG1L15P,FALSE,FALSE
CUL7,FALSE,TRUE
RP11-386M24.6,FALSE,FALSE
GCOM2,FALSE,FALSE
CIB4,FALSE,FALSE
TRGV8,FALSE,FALSE
ULK4P2,FALSE,FALSE
RP11-229P13.15,FALSE,FALSE
TRIM60P14,FALSE,FALSE
EVA1A,FALSE,TRUE
RP11-402P6.13,FALSE,FALSE
RP11-42O4.2,FALSE,FALSE
MED13L,FALSE,TRUE
RPL7AP60,FALSE,FALSE
PWP2,FALSE,TRUE
DOCK10,FALSE,TRUE
KIF9,FALSE,TRUE
LINC01547,FALSE,TRUE
NOTCH2NL,FALSE,TRUE
IGKV3D-20,FALSE,FALSE
RP11-822E23.6,FALSE,FALSE
RP11-350G8.3,FALSE,FALSE
KLF16,FALSE,TRUE
KRTAP16-1,FALSE,FALSE
RP11-589P10.7,FALSE,FALSE
NTMT1,FALSE,TRUE
RP11-545I5.3,FALSE,TRUE
ADAMTS7P1,FALSE,FALSE
LRRC8B,FALSE,TRUE
CLIC2,FALSE,TRUE
RAB27B,FALSE,TRUE
AK4P4,FALSE,FALSE
LRRC37A16P,FALSE,TRUE
CACNA1F,FALSE,TRUE
HNRNPA1L2,FALSE,TRUE
AC140725.4,FALSE,TRUE
AHCYP2,FALSE,FALSE
BNIP3P17,FALSE,TRUE
ZNF259P1,FALSE,FALSE
RP11-815I9.4,FALSE,TRUE
RP11-337N6.2,FALSE,FALSE
CTD-3214H19.4,FALSE,FALSE
GGN,FALSE,TRUE
ZPR1,FALSE,TRUE
RP11-989F5.1,FALSE,FALSE
HOXB2,FALSE,TRUE
RPL17P22,FALSE,FALSE
SIMC1,FALSE,TRUE
RP3-449O17.1,FALSE,TRUE
CTD-3022L24.1,FALSE,FALSE
KCNMB2-AS1,FALSE,FALSE
CDK5RAP2,FALSE,TRUE
PCDHGB7,FALSE,TRUE
RP11-89B16.2,FALSE,FALSE
MRPS31P4,FALSE,TRUE
RP11-431N15.2,FALSE,FALSE
RP11-389O22.1,FALSE,FALSE
HNRNPA1P35,FALSE,FALSE
CTD-3051D23.1,FALSE,TRUE
RP3-471C18.1,FALSE,FALSE
ZBED1P1,FALSE,FALSE
UMPS,FALSE,TRUE
HDAC4,FALSE,TRUE
UNC93B5,FALSE,FALSE
CTD-2033A16.2,FALSE,TRUE
HMGB1P31,FALSE,FALSE
SLFN12L,FALSE,TRUE
RP11-480A16.1,FALSE,TRUE
RP1-40E16.2,FALSE,FALSE
TRIM31-AS1,FALSE,FALSE
SLMAP,FALSE,TRUE
RP11-27I1.6,FALSE,FALSE
RP11-429D19.1,FALSE,FALSE
RP11-666A8.8,FALSE,TRUE
RP11-996F15.2,FALSE,TRUE
RP11-728K20.2,FALSE,TRUE
RP11-67K19.3,FALSE,FALSE
AC007278.3,FALSE,FALSE
PRSS2,FALSE,FALSE
COPRS,FALSE,TRUE
EEF1GP1,FALSE,FALSE
PCGF7P,FALSE,FALSE
RP11-145M4.3,FALSE,FALSE
ZBED9,FALSE,TRUE
RP11-253I19.3,FALSE,FALSE
CREB3,FALSE,TRUE
ACIN1,FALSE,TRUE
RP11-512M8.5,FALSE,FALSE
RPL12P1,FALSE,FALSE
PI4K2B,FALSE,FALSE
RUFY3,FALSE,TRUE
SDHAF4,FALSE,TRUE
ZSWIM1,FALSE,TRUE
AC007879.7,FALSE,FALSE
RP11-745O10.4,FALSE,FALSE
NXT1,FALSE,TRUE
PDCD5P1,FALSE,FALSE
GAP43,FALSE,FALSE
EEF1A1P9,FALSE,TRUE
Z69890.1,FALSE,FALSE
ATXN7L2,FALSE,TRUE
TUSC8,FALSE,FALSE
RP11-312J18.6,FALSE,FALSE
PLEKHH3,FALSE,TRUE
GCNT1P1,FALSE,TRUE
TLR12P,FALSE,FALSE
PCDHGA9,FALSE,TRUE
RP13-1032I1.7,FALSE,TRUE
LL22NC03-32F9.1,FALSE,FALSE
RP11-536G4.2,FALSE,FALSE
HIST2H2AA3,FALSE,TRUE
S100P,FALSE,FALSE
RP11-370A5.2,FALSE,FALSE
RP11-686D22.5,FALSE,FALSE
ANKRD53,FALSE,TRUE
NMNAT2,FALSE,TRUE
ZNF436-AS1,FALSE,TRUE
RP11-505K9.4,FALSE,TRUE
RP11-96D1.10,FALSE,TRUE
ACTG1P24,FALSE,FALSE
GNL2P1,FALSE,FALSE
PPP1R15B,FALSE,TRUE
RP4-784A16.5,FALSE,FALSE
LINC01532,FALSE,TRUE
RASSF1,FALSE,TRUE
TSC1,FALSE,TRUE
RPS4XP7,FALSE,FALSE
NRSN2,FALSE,TRUE
CTC-340A15.2,FALSE,FALSE
USP39,FALSE,TRUE
LINC01089,FALSE,TRUE
C16orf72,FALSE,TRUE
AC105339.1,FALSE,FALSE
INSM2,FALSE,FALSE
RP11-173D3.1,FALSE,FALSE
ERCC2,FALSE,TRUE
EPHA2,FALSE,TRUE
VHL,FALSE,TRUE
RP11-136K7.2,FALSE,TRUE
RP13-1032I1.10,FALSE,FALSE
TBX21,FALSE,TRUE
GTF2H2B,FALSE,TRUE
RFWD2,FALSE,TRUE
SFR1,FALSE,TRUE
CTD-2224J9.4,FALSE,FALSE
RP11-90P5.2,FALSE,FALSE
LINC01572,FALSE,TRUE
NBPF10,FALSE,TRUE
TSC22D1,FALSE,TRUE
RP5-878I13.2,FALSE,FALSE
RP11-215P8.1,FALSE,FALSE
PRDM14,FALSE,FALSE
CTD-2547G23.4,FALSE,TRUE
RP11-543D5.2,FALSE,TRUE
RP11-378J18.8,FALSE,TRUE
GXYLT1P3,FALSE,FALSE
PAPSS2,FALSE,TRUE
RNF222,FALSE,FALSE
RP11-87H9.2,FALSE,TRUE
PHBP3,FALSE,FALSE
RP1-37N7.5,FALSE,FALSE
RP11-90B9.3,FALSE,TRUE
OSMR-AS1,FALSE,TRUE
RP11-810P12.5,FALSE,FALSE
RP11-146E13.4,FALSE,FALSE
FLJ41941,FALSE,FALSE
AC007386.2,FALSE,FALSE
RGPD2,FALSE,TRUE
TRIM60P18,FALSE,TRUE
PMS1,FALSE,TRUE
COL10A1,FALSE,FALSE
STAU1,FALSE,TRUE
RP1-127H14.3,FALSE,FALSE
AC009312.1,FALSE,FALSE
SCGB2A2,FALSE,FALSE
RP5-968D22.3,FALSE,FALSE
KMT2E-AS1,FALSE,TRUE
BTF3,FALSE,TRUE
RFWD3,FALSE,TRUE
FAM157B,FALSE,FALSE
COMMD10,FALSE,TRUE
TAF4B,FALSE,TRUE
KRT39,FALSE,FALSE
RP13-314C10.5,FALSE,FALSE
CDX2,FALSE,FALSE
ZNF625-ZNF20,FALSE,TRUE
RP11-299G20.2,FALSE,TRUE
TRAFD1,FALSE,TRUE
CH17-360D5.2,FALSE,FALSE
RP11-492E3.2,FALSE,FALSE
CTD-2256P15.4,FALSE,TRUE
RP11-432J24.3,FALSE,FALSE
PEMT,FALSE,TRUE
MPO,FALSE,FALSE
ARID4B,FALSE,TRUE
SFI1,FALSE,TRUE
LYPD5,FALSE,TRUE
ZIC4,FALSE,TRUE
TNFSF12,FALSE,TRUE
RP5-994D16.3,FALSE,FALSE
UBL7,FALSE,TRUE
RP11-605F22.1,FALSE,TRUE
RP3-333H23.9,FALSE,TRUE
NPAS1,FALSE,TRUE
ATAD3B,FALSE,TRUE
MAPK12,FALSE,TRUE
JMJD8,FALSE,TRUE
SNRNP70,FALSE,TRUE
HOXA11,FALSE,TRUE
RBBP4P2,FALSE,FALSE
SMG1P3,FALSE,TRUE
AP001058.3,FALSE,FALSE
OR13A1,FALSE,FALSE
MRPS17,FALSE,TRUE
THAP7,FALSE,TRUE
CTNNA2,FALSE,TRUE
PRDM6,FALSE,TRUE
TMEM175,FALSE,TRUE
RP11-418J17.1,FALSE,TRUE
LOX,FALSE,TRUE
RP11-257O5.4,FALSE,FALSE
GS1-166A23.2,FALSE,FALSE
ZNF284,FALSE,TRUE
RP11-446H18.6,FALSE,FALSE
GAPDHS,FALSE,FALSE
CLEC4C,FALSE,FALSE
CYTH1,FALSE,TRUE
HOXC10,FALSE,TRUE
NOP14,FALSE,TRUE
RPL15,FALSE,TRUE
RP11-792A8.4,FALSE,TRUE
RSPH10B2,FALSE,TRUE
PYROXD2,FALSE,TRUE
ARSE,FALSE,TRUE
HIGD1B,FALSE,TRUE
AC096669.3,FALSE,FALSE
UNQ6494,FALSE,FALSE
RN7SL364P,FALSE,FALSE
C2orf15,FALSE,TRUE
FAM230C,FALSE,FALSE
RP11-115H18.1,FALSE,TRUE
RP11-313P13.5,FALSE,FALSE
RP11-399J13.2,FALSE,FALSE
RP11-318E3.4,FALSE,FALSE
RP11-75I2.3,FALSE,TRUE
RP11-403P17.3,FALSE,FALSE
AMY1C,FALSE,FALSE
HOXA11-AS1_6,FALSE,FALSE
CFHR3,FALSE,FALSE
ZDHHC17,FALSE,TRUE
YIPF3,FALSE,TRUE
SCARNA2,FALSE,FALSE
CALML6,FALSE,FALSE
ADGRF4,FALSE,TRUE
TRMT10B,FALSE,TRUE
RP11-138B4.1,FALSE,FALSE
RPL32P1,FALSE,FALSE
ARHGDIB,FALSE,TRUE
KB-431C1.5,FALSE,TRUE
RP11-580I16.2,FALSE,TRUE
RP11-613E4.5,FALSE,FALSE
AC072062.1,FALSE,FALSE
BPGM,FALSE,TRUE
ASB7,FALSE,TRUE
CH17-360D5.3,FALSE,FALSE
OR7E47P,FALSE,FALSE
RP11-44D19.1,FALSE,FALSE
RP4-607I7.1,FALSE,FALSE
LINC00923,FALSE,FALSE
AC005014.5,FALSE,FALSE
SNORA53,FALSE,FALSE
RP4-781K5.7,FALSE,FALSE
RP5-933K21.3,FALSE,FALSE
RP11-509J21.2,FALSE,FALSE
GJB7,FALSE,FALSE
RNF20,FALSE,TRUE
NBAT1,FALSE,TRUE
RP11-351I21.6,FALSE,FALSE
PAK1IP1,FALSE,TRUE
RP11-73O6.3,FALSE,FALSE
RP11-395L14.17,FALSE,FALSE
CNTNAP3B,FALSE,TRUE
RP11-39K24.4,FALSE,FALSE
RP11-432I5.2,FALSE,FALSE
VWA3A,FALSE,TRUE
CTD-3025N20.3,FALSE,TRUE
MAGED1,FALSE,TRUE
MYH16,FALSE,FALSE
FOXF2,FALSE,FALSE
AC109631.1,FALSE,FALSE
TARDBP,FALSE,FALSE
C22orf42,FALSE,FALSE
HABP2,FALSE,TRUE
RP11-28B23.1,FALSE,FALSE
IST1,FALSE,TRUE
RP13-463N16.6,FALSE,FALSE
RP5-1096D14.6,FALSE,FALSE
LINC-PINT,FALSE,TRUE
RP11-19G24.1,FALSE,FALSE
ANKFN1,FALSE,FALSE
RPL5P9,FALSE,FALSE
RP11-332J15.2,FALSE,FALSE
GDPD4,FALSE,FALSE
ETV4,FALSE,TRUE
PDCD7,FALSE,TRUE
LINC00562,FALSE,TRUE
GAPDHP76,FALSE,FALSE
SMG1P4,FALSE,TRUE
C11orf91,FALSE,FALSE
RP11-817I4.1,FALSE,TRUE
SPIN2A,FALSE,TRUE
SCGB2B2,FALSE,TRUE
RASSF4,FALSE,TRUE
TEX38,FALSE,TRUE
SPTBN1,FALSE,TRUE
ANKRD36,FALSE,TRUE
CYP4F29P,FALSE,TRUE
CRISP3,FALSE,FALSE
RSPH1,FALSE,TRUE
RAET1L,FALSE,TRUE
AC004069.2,FALSE,FALSE
DTX4,FALSE,TRUE
TCP10,FALSE,FALSE
HSD52,FALSE,FALSE
CYP7B1,FALSE,TRUE
RP11-791G16.2,FALSE,FALSE
RP11-706O15.3,FALSE,TRUE
OLMALINC,FALSE,TRUE
RP11-17E3.1,FALSE,FALSE
GPR176,FALSE,TRUE
RP1-161N10.1,FALSE,FALSE
AC097359.2,FALSE,FALSE
WNT7B,FALSE,TRUE
DOCK11P1,FALSE,FALSE
RP11-304L19.13,FALSE,TRUE
TMEM19,FALSE,TRUE
RP11-57H14.5,FALSE,FALSE
KMT2B,FALSE,TRUE
RP11-553A10.1,FALSE,TRUE
VCX3B,FALSE,FALSE
GUCA2B,FALSE,FALSE
RP11-455F5.3,FALSE,TRUE
SEC61A2,FALSE,TRUE
RP11-730A19.9,FALSE,FALSE
TYW1B,FALSE,TRUE
TERF1,FALSE,TRUE
RP11-93H12.4,FALSE,FALSE
RP11-734B5.2,FALSE,FALSE
ARSD-AS1,FALSE,FALSE
PRDX2,FALSE,TRUE
AGAP6,FALSE,TRUE
ZDHHC23,FALSE,TRUE
RP11-445K13.2,FALSE,FALSE
CSPG4P12,FALSE,TRUE
TBC1D3P1-DHX40P1,FALSE,TRUE
C19orf12,FALSE,TRUE
SETSIP,FALSE,FALSE
CYP26C1,FALSE,FALSE
RP11-457I16.2,FALSE,FALSE
PTAR1,FALSE,TRUE
GLTSCR1,FALSE,TRUE
MIR4458HG,FALSE,TRUE
CDSN,FALSE,FALSE
BST1,FALSE,TRUE
IFT43,FALSE,TRUE
CTC-534A2.2,FALSE,TRUE
KRBA1,FALSE,TRUE
AMIGO3,FALSE,FALSE
EPN2,FALSE,TRUE
ZNF805,FALSE,TRUE
TRBV13,FALSE,FALSE
RP11-301G19.1,FALSE,FALSE
C7orf55,FALSE,TRUE
SIGLEC6,FALSE,FALSE
RP11-326I11.3,FALSE,TRUE
RP11-453E17.4,FALSE,FALSE
DCDC2,FALSE,TRUE
MRPL9,FALSE,TRUE
RP11-1110F20.1,FALSE,FALSE
CH507-9B2.4,FALSE,FALSE
PPP1CA,FALSE,TRUE
EGLN1P1,FALSE,FALSE
RP3-413H6.2,FALSE,FALSE
HAUS1P1,FALSE,FALSE
RP11-845M18.7,FALSE,FALSE
AC005262.3,FALSE,FALSE
B9D1,FALSE,TRUE
HAUS6P3,FALSE,TRUE
TMEM59L,FALSE,FALSE
TCF20,FALSE,TRUE
TXNDC11,FALSE,TRUE
DDX11L9,FALSE,FALSE
ARL5A,FALSE,TRUE
IGKV5-2,FALSE,FALSE
RP5-827C21.4,FALSE,TRUE
TMEM223,FALSE,TRUE
KRT40,FALSE,FALSE
RP11-20I23.3,FALSE,FALSE
DNAJB12,FALSE,TRUE
AF124730.4,FALSE,FALSE
ERAP2,FALSE,TRUE
RASA2,FALSE,TRUE
RP11-399K21.11,FALSE,FALSE
RP11-212I21.4,FALSE,TRUE
HIAT1,FALSE,TRUE
RP11-857B24.5,FALSE,FALSE
L34079.4,FALSE,FALSE
DNAAF1,FALSE,TRUE
RP11-336A10.5,FALSE,FALSE
ERICH2,FALSE,TRUE
LINC00930,FALSE,FALSE
LINC00165,FALSE,FALSE
ZNF266,FALSE,TRUE
NOP58,FALSE,TRUE
LINC01141,FALSE,FALSE
TMEM39A,FALSE,TRUE
TCEB1P19,FALSE,TRUE
TMF1,FALSE,TRUE
PSMC4,FALSE,TRUE
GGPS1,FALSE,TRUE
CILP2,FALSE,TRUE
DND1P1,FALSE,TRUE
RP4-621B10.8,FALSE,TRUE
RP1-89D4.1,FALSE,FALSE
JAKMIP2,FALSE,FALSE
GEN1,FALSE,TRUE
ARHGEF6,FALSE,TRUE
LETMD1,FALSE,TRUE
RP11-762I7.5,FALSE,FALSE
LINC00677,FALSE,FALSE
KRT5,FALSE,FALSE
C2orf61,FALSE,FALSE
GNLY,FALSE,TRUE
APTR,FALSE,TRUE
SMCO2,FALSE,FALSE
NEPNP,FALSE,FALSE
ADARB2-AS1,FALSE,FALSE
CAMSAP2,FALSE,TRUE
IFITM5,FALSE,FALSE
C1QTNF3,FALSE,TRUE
RPLP1P6,FALSE,TRUE
LINC00324,FALSE,TRUE
RP11-498C9.4,FALSE,FALSE
RP11-173G21.1,FALSE,FALSE
RP11-179B15.6,FALSE,FALSE
FAM209A,FALSE,FALSE
RP11-1C1.4,FALSE,TRUE
BIN2P1,FALSE,FALSE
ZNF680P1,FALSE,FALSE
MT-RNR1,FALSE,TRUE
HEIH,FALSE,TRUE
LINC01166,FALSE,TRUE
AP006621.5,FALSE,TRUE
SYNGR3,FALSE,TRUE
KITLG,FALSE,TRUE
PLA2G5,FALSE,FALSE
RP11-343B5.1,FALSE,TRUE
RP5-839B4.8,FALSE,FALSE
bP-21264C1.2,FALSE,TRUE
ALKBH5,FALSE,TRUE
DYX1C1-CCPG1,FALSE,FALSE
KCNH1,FALSE,FALSE
CTD-2576D5.4,FALSE,FALSE
CTD-2540B15.13,FALSE,TRUE
RP11-156K13.1,FALSE,FALSE
HNRNPA1P22,FALSE,FALSE
AC005614.3,FALSE,FALSE
RP11-321A17.6,FALSE,TRUE
RP11-433J20.1,FALSE,FALSE
PTMS,FALSE,TRUE
ATP5F1P2,FALSE,FALSE
TET1,FALSE,TRUE
LINC00517,FALSE,FALSE
RP11-494O16.4,FALSE,FALSE
ZNF519,FALSE,TRUE
TBC1D16,FALSE,TRUE
BLOC1S5,FALSE,TRUE
CTD-2124B8.2,FALSE,TRUE
SESN1,FALSE,TRUE
RP11-419C5.2,FALSE,TRUE
CTC-321K16.4,FALSE,FALSE
AHSA1,FALSE,TRUE
RP11-571O6.2,FALSE,FALSE
KCNG4,FALSE,FALSE
FGD1,FALSE,TRUE
AC016549.1,FALSE,FALSE
ZNF345,FALSE,TRUE
TMEM233,FALSE,TRUE
ZBTB34,FALSE,TRUE
ALDH1L2,FALSE,TRUE
LDOC1,FALSE,TRUE
FANCB,FALSE,TRUE
RP11-134E15.2,FALSE,FALSE
RARS,FALSE,TRUE
LL0XNC01-250H12.3,FALSE,FALSE
CCDC33,FALSE,FALSE
CDK6,FALSE,TRUE
AC079466.1,FALSE,FALSE
RP11-89N17.4,FALSE,FALSE
CKS1BP3,FALSE,FALSE
ATF1,FALSE,TRUE
OR1J1,FALSE,FALSE
C18orf42,FALSE,FALSE
ANO8,FALSE,TRUE
ATP5HP4,FALSE,TRUE
RP11-423G4.10,FALSE,FALSE
LRRC37A15P,FALSE,FALSE
CTD-2525P14.5,FALSE,TRUE
RP5-940J5.6,FALSE,TRUE
TTC9B,FALSE,TRUE
MIR181A2HG,FALSE,TRUE
ZNF621,FALSE,TRUE
ZCCHC9,FALSE,TRUE
VCAN-AS1,FALSE,FALSE
RP11-15J10.1,FALSE,TRUE
